year,iso3_tp,cnum,iso3num
1980,BTN,64,64
1981,BTN,64,64
1982,BTN,64,64
1983,BTN,64,64
1984,BTN,64,64
1985,BTN,64,64
1986,BTN,64,64
1987,BTN,64,64
1988,BTN,64,64
1989,BTN,64,64
1990,BTN,64,64
1991,BTN,64,64
1992,BTN,64,64
1993,BTN,64,64
1994,BTN,64,64
1995,BTN,64,64
1996,BTN,64,64
1997,BTN,64,64
1998,BTN,64,64
1999,BTN,64,64
2000,BTN,64,64
2001,BTN,64,64
2002,BTN,64,64
2003,BTN,64,64
2004,BTN,64,64
2005,BTN,64,64
2006,BTN,64,64
2007,BTN,64,64
2008,BTN,64,64
2009,BTN,64,64
2010,BTN,64,64
2011,BTN,64,64
2012,BTN,64,64
2013,BTN,64,64
2014,BTN,64,64
2015,BTN,64,64
2016,BTN,64,64
2017,BTN,64,64
2018,BTN,64,64
2019,BTN,64,64
2020,BTN,64,64
2000,BWA,72,72
2001,BWA,72,72
2002,BWA,72,72
2003,BWA,72,72
2004,BWA,72,72
2005,BWA,72,72
2006,BWA,72,72
2007,BWA,72,72
2008,BWA,72,72
2009,BWA,72,72
2010,BWA,72,72
2011,BWA,72,72
2012,BWA,72,72
2013,BWA,72,72
2014,BWA,72,72
2015,BWA,72,72
2016,BWA,72,72
2017,BWA,72,72
2018,BWA,72,72
2019,BWA,72,72
2020,BWA,72,72
1966,CAF,140,140
1967,CAF,140,140
1968,CAF,140,140
1969,CAF,140,140
1970,CAF,140,140
1971,CAF,140,140
1972,CAF,140,140
1973,CAF,140,140
1974,CAF,140,140
1975,CAF,140,140
1976,CAF,140,140
1977,CAF,140,140
1978,CAF,140,140
1979,CAF,140,140
1980,CAF,140,140
1981,CAF,140,140
1982,CAF,140,140
1983,CAF,140,140
1984,CAF,140,140
1985,CAF,140,140
1986,CAF,140,140
1987,CAF,140,140
1988,CAF,140,140
1989,CAF,140,140
1990,CAF,140,140
1991,CAF,140,140
1992,CAF,140,140
1993,CAF,140,140
1994,CAF,140,140
1995,CAF,140,140
1996,CAF,140,140
1997,CAF,140,140
1998,CAF,140,140
1999,CAF,140,140
2000,CAF,140,140
2001,CAF,140,140
2002,CAF,140,140
2003,CAF,140,140
2004,CAF,140,140
2005,CAF,140,140
2006,CAF,140,140
2007,CAF,140,140
2008,CAF,140,140
2009,CAF,140,140
2010,CAF,140,140
2011,CAF,140,140
2012,CAF,140,140
2013,CAF,140,140
2014,CAF,140,140
2015,CAF,140,140
2016,CAF,140,140
2017,CAF,140,140
2018,CAF,140,140
2019,CAF,140,140
2020,CAF,140,140
1966,CAN,124,124
1967,CAN,124,124
1968,CAN,124,124
1969,CAN,124,124
1970,CAN,124,124
1971,CAN,124,124
1972,CAN,124,124
1973,CAN,124,124
1974,CAN,124,124
1975,CAN,124,124
1976,CAN,124,124
1977,CAN,124,124
1978,CAN,124,124
1979,CAN,124,124
1980,CAN,124,124
1981,CAN,124,124
1982,CAN,124,124
1983,CAN,124,124
1984,CAN,124,124
1985,CAN,124,124
1986,CAN,124,124
1987,CAN,124,124
1988,CAN,124,124
1989,CAN,124,124
1990,CAN,124,124
1991,CAN,124,124
1992,CAN,124,124
1993,CAN,124,124
1994,CAN,124,124
1995,CAN,124,124
1996,CAN,124,124
1997,CAN,124,124
1998,CAN,124,124
1999,CAN,124,124
2000,CAN,124,124
2001,CAN,124,124
2002,CAN,124,124
2003,CAN,124,124
2004,CAN,124,124
2005,CAN,124,124
2006,CAN,124,124
2007,CAN,124,124
2008,CAN,124,124
2009,CAN,124,124
2010,CAN,124,124
2011,CAN,124,124
2012,CAN,124,124
2013,CAN,124,124
2014,CAN,124,124
2015,CAN,124,124
2016,CAN,124,124
2017,CAN,124,124
2018,CAN,124,124
2019,CAN,124,124
2020,CAN,124,124
1966,CHE,757,756
1967,CHE,757,756
1968,CHE,757,756
1969,CHE,757,756
1970,CHE,757,756
1971,CHE,757,756
1972,CHE,757,756
1973,CHE,757,756
1974,CHE,757,756
1975,CHE,757,756
1976,CHE,757,756
1977,CHE,757,756
1978,CHE,757,756
1979,CHE,757,756
1980,CHE,757,756
1981,CHE,757,756
1982,CHE,757,756
1983,CHE,757,756
1984,CHE,757,756
1985,CHE,757,756
1986,CHE,757,756
1987,CHE,757,756
1988,CHE,757,756
1989,CHE,757,756
1990,CHE,757,756
1991,CHE,757,756
1992,CHE,757,756
1993,CHE,757,756
1994,CHE,757,756
1995,CHE,757,756
1996,CHE,757,756
1997,CHE,757,756
1998,CHE,757,756
1999,CHE,757,756
2000,CHE,757,756
2001,CHE,757,756
2002,CHE,757,756
2003,CHE,757,756
2004,CHE,757,756
2005,CHE,757,756
2006,CHE,757,756
2007,CHE,757,756
2008,CHE,757,756
2009,CHE,757,756
2010,CHE,757,756
2011,CHE,757,756
2012,CHE,757,756
2013,CHE,757,756
2014,CHE,757,756
2015,CHE,757,756
2016,CHE,757,756
2017,CHE,757,756
2018,CHE,757,756
2019,CHE,757,756
2020,CHE,757,756
1966,CHL,152,152
1967,CHL,152,152
1968,CHL,152,152
1969,CHL,152,152
1970,CHL,152,152
1971,CHL,152,152
1972,CHL,152,152
1973,CHL,152,152
1974,CHL,152,152
1975,CHL,152,152
1976,CHL,152,152
1977,CHL,152,152
1978,CHL,152,152
1979,CHL,152,152
1980,CHL,152,152
1981,CHL,152,152
1982,CHL,152,152
1983,CHL,152,152
1984,CHL,152,152
1985,CHL,152,152
1986,CHL,152,152
1987,CHL,152,152
1988,CHL,152,152
1989,CHL,152,152
1990,CHL,152,152
1991,CHL,152,152
1992,CHL,152,152
1993,CHL,152,152
1994,CHL,152,152
1995,CHL,152,152
1996,CHL,152,152
1997,CHL,152,152
1998,CHL,152,152
1999,CHL,152,152
2000,CHL,152,152
2001,CHL,152,152
2002,CHL,152,152
2003,CHL,152,152
2004,CHL,152,152
2005,CHL,152,152
2006,CHL,152,152
2007,CHL,152,152
2008,CHL,152,152
2009,CHL,152,152
2010,CHL,152,152
2011,CHL,152,152
2012,CHL,152,152
2013,CHL,152,152
2014,CHL,152,152
2015,CHL,152,152
2016,CHL,152,152
2017,CHL,152,152
2018,CHL,152,152
2019,CHL,152,152
2020,CHL,152,152
1966,CHN,156,156
1967,CHN,156,156
1968,CHN,156,156
1969,CHN,156,156
1970,CHN,156,156
1971,CHN,156,156
1972,CHN,156,156
1973,CHN,156,156
1974,CHN,156,156
1975,CHN,156,156
1976,CHN,156,156
1977,CHN,156,156
1978,CHN,156,156
1979,CHN,156,156
1980,CHN,156,156
1981,CHN,156,156
1982,CHN,156,156
1983,CHN,156,156
1984,CHN,156,156
1985,CHN,156,156
1986,CHN,156,156
1987,CHN,156,156
1988,CHN,156,156
1989,CHN,156,156
1990,CHN,156,156
1991,CHN,156,156
1992,CHN,156,156
1993,CHN,156,156
1994,CHN,156,156
1995,CHN,156,156
1996,CHN,156,156
1997,CHN,156,156
1998,CHN,156,156
1999,CHN,156,156
2000,CHN,156,156
2001,CHN,156,156
2002,CHN,156,156
2003,CHN,156,156
2004,CHN,156,156
2005,CHN,156,156
2006,CHN,156,156
2007,CHN,156,156
2008,CHN,156,156
2009,CHN,156,156
2010,CHN,156,156
2011,CHN,156,156
2012,CHN,156,156
2013,CHN,156,156
2014,CHN,156,156
2015,CHN,156,156
2016,CHN,156,156
2017,CHN,156,156
2018,CHN,156,156
2019,CHN,156,156
2020,CHN,156,156
1966,CIV,384,384
1967,CIV,384,384
1968,CIV,384,384
1969,CIV,384,384
1970,CIV,384,384
1971,CIV,384,384
1972,CIV,384,384
1973,CIV,384,384
1974,CIV,384,384
1975,CIV,384,384
1976,CIV,384,384
1977,CIV,384,384
1978,CIV,384,384
1979,CIV,384,384
1980,CIV,384,384
1981,CIV,384,384
1982,CIV,384,384
1983,CIV,384,384
1984,CIV,384,384
1985,CIV,384,384
1986,CIV,384,384
1987,CIV,384,384
1988,CIV,384,384
1989,CIV,384,384
1990,CIV,384,384
1991,CIV,384,384
1992,CIV,384,384
1993,CIV,384,384
1994,CIV,384,384
1995,CIV,384,384
1996,CIV,384,384
1997,CIV,384,384
1998,CIV,384,384
1999,CIV,384,384
2000,CIV,384,384
2001,CIV,384,384
2002,CIV,384,384
2003,CIV,384,384
2004,CIV,384,384
2005,CIV,384,384
2006,CIV,384,384
2007,CIV,384,384
2008,CIV,384,384
2009,CIV,384,384
2010,CIV,384,384
2011,CIV,384,384
2012,CIV,384,384
2013,CIV,384,384
2014,CIV,384,384
2015,CIV,384,384
2016,CIV,384,384
2017,CIV,384,384
2018,CIV,384,384
2019,CIV,384,384
2020,CIV,384,384
1966,CMR,120,120
1967,CMR,120,120
1968,CMR,120,120
1969,CMR,120,120
1970,CMR,120,120
1971,CMR,120,120
1972,CMR,120,120
1973,CMR,120,120
1974,CMR,120,120
1975,CMR,120,120
1976,CMR,120,120
1977,CMR,120,120
1978,CMR,120,120
1979,CMR,120,120
1980,CMR,120,120
1981,CMR,120,120
1982,CMR,120,120
1983,CMR,120,120
1984,CMR,120,120
1985,CMR,120,120
1986,CMR,120,120
1987,CMR,120,120
1988,CMR,120,120
1989,CMR,120,120
1990,CMR,120,120
1991,CMR,120,120
1992,CMR,120,120
1993,CMR,120,120
1994,CMR,120,120
1995,CMR,120,120
1996,CMR,120,120
1997,CMR,120,120
1998,CMR,120,120
1999,CMR,120,120
2000,CMR,120,120
2001,CMR,120,120
2002,CMR,120,120
2003,CMR,120,120
2004,CMR,120,120
2005,CMR,120,120
2006,CMR,120,120
2007,CMR,120,120
2008,CMR,120,120
2009,CMR,120,120
2010,CMR,120,120
2011,CMR,120,120
2012,CMR,120,120
2013,CMR,120,120
2014,CMR,120,120
2015,CMR,120,120
2016,CMR,120,120
2017,CMR,120,120
2018,CMR,120,120
2019,CMR,120,120
2020,CMR,120,120
1966,COG,178,178
1967,COG,178,178
1968,COG,178,178
1969,COG,178,178
1970,COG,178,178
1971,COG,178,178
1972,COG,178,178
1973,COG,178,178
1974,COG,178,178
1975,COG,178,178
1976,COG,178,178
1977,COG,178,178
1978,COG,178,178
1979,COG,178,178
1980,COG,178,178
1981,COG,178,178
1982,COG,178,178
1983,COG,178,178
1984,COG,178,178
1985,COG,178,178
1986,COG,178,178
1987,COG,178,178
1988,COG,178,178
1989,COG,178,178
1990,COG,178,178
1991,COG,178,178
1992,COG,178,178
1993,COG,178,178
1994,COG,178,178
1995,COG,178,178
1996,COG,178,178
1997,COG,178,178
1998,COG,178,178
1999,COG,178,178
2000,COG,178,178
2001,COG,178,178
2002,COG,178,178
2003,COG,178,178
2004,COG,178,178
2005,COG,178,178
2006,COG,178,178
2007,COG,178,178
2008,COG,178,178
2009,COG,178,178
2010,COG,178,178
2011,COG,178,178
2012,COG,178,178
2013,COG,178,178
2014,COG,178,178
2015,COG,178,178
2016,COG,178,178
2017,COG,178,178
2018,COG,178,178
2019,COG,178,178
2020,COG,178,178
1966,COL,170,170
1967,COL,170,170
1968,COL,170,170
1969,COL,170,170
1970,COL,170,170
1971,COL,170,170
1972,COL,170,170
1973,COL,170,170
1974,COL,170,170
1975,COL,170,170
1976,COL,170,170
1977,COL,170,170
1978,COL,170,170
1979,COL,170,170
1980,COL,170,170
1981,COL,170,170
1982,COL,170,170
1983,COL,170,170
1984,COL,170,170
1985,COL,170,170
1986,COL,170,170
1987,COL,170,170
1988,COL,170,170
1989,COL,170,170
1990,COL,170,170
1991,COL,170,170
1992,COL,170,170
1993,COL,170,170
1994,COL,170,170
1995,COL,170,170
1996,COL,170,170
1997,COL,170,170
1998,COL,170,170
1999,COL,170,170
2000,COL,170,170
2001,COL,170,170
2002,COL,170,170
2003,COL,170,170
2004,COL,170,170
2005,COL,170,170
2006,COL,170,170
2007,COL,170,170
2008,COL,170,170
2009,COL,170,170
2010,COL,170,170
2011,COL,170,170
2012,COL,170,170
2013,COL,170,170
2014,COL,170,170
2015,COL,170,170
2016,COL,170,170
2017,COL,170,170
2018,COL,170,170
2019,COL,170,170
2020,COL,170,170
1970,CPV,132,132
1971,CPV,132,132
1972,CPV,132,132
1973,CPV,132,132
1974,CPV,132,132
1975,CPV,132,132
1976,CPV,132,132
1977,CPV,132,132
1978,CPV,132,132
1979,CPV,132,132
1980,CPV,132,132
1981,CPV,132,132
1982,CPV,132,132
1983,CPV,132,132
1984,CPV,132,132
1985,CPV,132,132
1986,CPV,132,132
1987,CPV,132,132
1988,CPV,132,132
1989,CPV,132,132
1990,CPV,132,132
1991,CPV,132,132
1992,CPV,132,132
1993,CPV,132,132
1994,CPV,132,132
1995,CPV,132,132
1996,CPV,132,132
1997,CPV,132,132
1998,CPV,132,132
1999,CPV,132,132
2000,CPV,132,132
2001,CPV,132,132
2002,CPV,132,132
2003,CPV,132,132
2004,CPV,132,132
2005,CPV,132,132
2006,CPV,132,132
2007,CPV,132,132
2008,CPV,132,132
2009,CPV,132,132
2010,CPV,132,132
2011,CPV,132,132
2012,CPV,132,132
2013,CPV,132,132
2014,CPV,132,132
2015,CPV,132,132
2016,CPV,132,132
2017,CPV,132,132
2018,CPV,132,132
2019,CPV,132,132
2020,CPV,132,132
1966,CRI,188,188
1967,CRI,188,188
1968,CRI,188,188
1969,CRI,188,188
1970,CRI,188,188
1971,CRI,188,188
1972,CRI,188,188
1973,CRI,188,188
1974,CRI,188,188
1975,CRI,188,188
1976,CRI,188,188
1977,CRI,188,188
1978,CRI,188,188
1979,CRI,188,188
1980,CRI,188,188
1981,CRI,188,188
1982,CRI,188,188
1983,CRI,188,188
1984,CRI,188,188
1985,CRI,188,188
1986,CRI,188,188
1987,CRI,188,188
1988,CRI,188,188
1989,CRI,188,188
1990,CRI,188,188
1991,CRI,188,188
1992,CRI,188,188
1993,CRI,188,188
1994,CRI,188,188
1995,CRI,188,188
1996,CRI,188,188
1997,CRI,188,188
1998,CRI,188,188
1999,CRI,188,188
2000,CRI,188,188
2001,CRI,188,188
2002,CRI,188,188
2003,CRI,188,188
2004,CRI,188,188
2005,CRI,188,188
2006,CRI,188,188
2007,CRI,188,188
2008,CRI,188,188
2009,CRI,188,188
2010,CRI,188,188
2011,CRI,188,188
2012,CRI,188,188
2013,CRI,188,188
2014,CRI,188,188
2015,CRI,188,188
2016,CRI,188,188
2017,CRI,188,188
2018,CRI,188,188
2019,CRI,188,188
2020,CRI,188,188
1966,CSK,200,200
1967,CSK,200,200
1968,CSK,200,200
1969,CSK,200,200
1970,CSK,200,200
1971,CSK,200,200
1972,CSK,200,200
1973,CSK,200,200
1974,CSK,200,200
1975,CSK,200,200
1976,CSK,200,200
1977,CSK,200,200
1978,CSK,200,200
1979,CSK,200,200
1980,CSK,200,200
1981,CSK,200,200
1982,CSK,200,200
1983,CSK,200,200
1984,CSK,200,200
1985,CSK,200,200
1986,CSK,200,200
1987,CSK,200,200
1988,CSK,200,200
1989,CSK,200,200
1990,CSK,200,200
1991,CSK,200,200
1992,CSK,200,200
1966,CUB,192,192
1967,CUB,192,192
1968,CUB,192,192
1969,CUB,192,192
1970,CUB,192,192
1971,CUB,192,192
1972,CUB,192,192
1973,CUB,192,192
1974,CUB,192,192
1975,CUB,192,192
1976,CUB,192,192
1977,CUB,192,192
1978,CUB,192,192
1979,CUB,192,192
1980,CUB,192,192
1981,CUB,192,192
1982,CUB,192,192
1983,CUB,192,192
1984,CUB,192,192
1985,CUB,192,192
1986,CUB,192,192
1987,CUB,192,192
1988,CUB,192,192
1989,CUB,192,192
1990,CUB,192,192
1991,CUB,192,192
1992,CUB,192,192
1993,CUB,192,192
1994,CUB,192,192
1995,CUB,192,192
1996,CUB,192,192
1997,CUB,192,192
1998,CUB,192,192
1999,CUB,192,192
2000,CUB,192,192
2001,CUB,192,192
2002,CUB,192,192
2003,CUB,192,192
2004,CUB,192,192
2005,CUB,192,192
2006,CUB,192,192
2007,CUB,192,192
2008,CUB,192,192
2009,CUB,192,192
2010,CUB,192,192
2011,CUB,192,192
2012,CUB,192,192
2013,CUB,192,192
2014,CUB,192,192
2015,CUB,192,192
2016,CUB,192,192
2017,CUB,192,192
2018,CUB,192,192
2019,CUB,192,192
2020,CUB,192,192
1966,CYP,196,196
1967,CYP,196,196
1968,CYP,196,196
1969,CYP,196,196
1970,CYP,196,196
1971,CYP,196,196
1972,CYP,196,196
1973,CYP,196,196
1974,CYP,196,196
1975,CYP,196,196
1976,CYP,196,196
1977,CYP,196,196
1978,CYP,196,196
1979,CYP,196,196
1980,CYP,196,196
1981,CYP,196,196
1982,CYP,196,196
1983,CYP,196,196
1984,CYP,196,196
1985,CYP,196,196
1986,CYP,196,196
1987,CYP,196,196
1988,CYP,196,196
1989,CYP,196,196
1990,CYP,196,196
1991,CYP,196,196
1992,CYP,196,196
1993,CYP,196,196
1994,CYP,196,196
1995,CYP,196,196
1996,CYP,196,196
1997,CYP,196,196
1998,CYP,196,196
1999,CYP,196,196
2000,CYP,196,196
2001,CYP,196,196
2002,CYP,196,196
2003,CYP,196,196
2004,CYP,196,196
2005,CYP,196,196
2006,CYP,196,196
2007,CYP,196,196
2008,CYP,196,196
2009,CYP,196,196
2010,CYP,196,196
2011,CYP,196,196
2012,CYP,196,196
2013,CYP,196,196
2014,CYP,196,196
2015,CYP,196,196
2016,CYP,196,196
2017,CYP,196,196
2018,CYP,196,196
2019,CYP,196,196
2020,CYP,196,196
1993,CZE,203,203
1994,CZE,203,203
1995,CZE,203,203
1996,CZE,203,203
1997,CZE,203,203
1998,CZE,203,203
1999,CZE,203,203
2000,CZE,203,203
2001,CZE,203,203
2002,CZE,203,203
2003,CZE,203,203
2004,CZE,203,203
2005,CZE,203,203
2006,CZE,203,203
2007,CZE,203,203
2008,CZE,203,203
2009,CZE,203,203
2010,CZE,203,203
2011,CZE,203,203
2012,CZE,203,203
2013,CZE,203,203
2014,CZE,203,203
2015,CZE,203,203
2016,CZE,203,203
2017,CZE,203,203
2018,CZE,203,203
2019,CZE,203,203
2020,CZE,203,203
1966,DEU,280,280
1967,DEU,280,280
1968,DEU,280,280
1969,DEU,280,280
1970,DEU,280,280
1971,DEU,280,280
1972,DEU,280,280
1973,DEU,280,280
1974,DEU,280,280
1975,DEU,280,280
1976,DEU,280,280
1977,DEU,280,280
1978,DEU,280,280
1979,DEU,280,280
1980,DEU,280,280
1981,DEU,280,280
1982,DEU,280,280
1983,DEU,280,280
1984,DEU,280,280
1985,DEU,280,280
1986,DEU,280,280
1987,DEU,280,280
1988,DEU,280,280
1989,DEU,280,280
1991,DEU,276,276
1992,DEU,276,276
1993,DEU,276,276
1994,DEU,276,276
1995,DEU,276,276
1996,DEU,276,276
1997,DEU,276,276
1998,DEU,276,276
1999,DEU,276,276
2000,DEU,276,276
2001,DEU,276,276
2002,DEU,276,276
2003,DEU,276,276
2004,DEU,276,276
2005,DEU,276,276
2006,DEU,276,276
2007,DEU,276,276
2008,DEU,276,276
2009,DEU,276,276
2010,DEU,276,276
2011,DEU,276,276
2012,DEU,276,276
2013,DEU,276,276
2014,DEU,276,276
2015,DEU,276,276
2016,DEU,276,276
2017,DEU,276,276
2018,DEU,276,276
2019,DEU,276,276
2020,DEU,276,276
1966,DNK,208,208
1967,DNK,208,208
1968,DNK,208,208
1969,DNK,208,208
1970,DNK,208,208
1971,DNK,208,208
1972,DNK,208,208
1973,DNK,208,208
1974,DNK,208,208
1975,DNK,208,208
1976,DNK,208,208
1977,DNK,208,208
1978,DNK,208,208
1979,DNK,208,208
1980,DNK,208,208
1981,DNK,208,208
1982,DNK,208,208
1983,DNK,208,208
1984,DNK,208,208
1985,DNK,208,208
1986,DNK,208,208
1987,DNK,208,208
1988,DNK,208,208
1989,DNK,208,208
1990,DNK,208,208
1991,DNK,208,208
1992,DNK,208,208
1993,DNK,208,208
1994,DNK,208,208
1995,DNK,208,208
1996,DNK,208,208
1997,DNK,208,208
1998,DNK,208,208
1999,DNK,208,208
2000,DNK,208,208
2001,DNK,208,208
2002,DNK,208,208
2003,DNK,208,208
2004,DNK,208,208
2005,DNK,208,208
2006,DNK,208,208
2007,DNK,208,208
2008,DNK,208,208
2009,DNK,208,208
2010,DNK,208,208
2011,DNK,208,208
2012,DNK,208,208
2013,DNK,208,208
2014,DNK,208,208
2015,DNK,208,208
2016,DNK,208,208
2017,DNK,208,208
2018,DNK,208,208
2019,DNK,208,208
2020,DNK,208,208
1966,DOM,214,214
1967,DOM,214,214
1968,DOM,214,214
1969,DOM,214,214
1970,DOM,214,214
1971,DOM,214,214
1972,DOM,214,214
1973,DOM,214,214
1974,DOM,214,214
1975,DOM,214,214
1976,DOM,214,214
1977,DOM,214,214
1978,DOM,214,214
1979,DOM,214,214
1980,DOM,214,214
1981,DOM,214,214
1982,DOM,214,214
1983,DOM,214,214
1984,DOM,214,214
1985,DOM,214,214
1986,DOM,214,214
1987,DOM,214,214
1988,DOM,214,214
1989,DOM,214,214
1990,DOM,214,214
1991,DOM,214,214
1992,DOM,214,214
1993,DOM,214,214
1994,DOM,214,214
1995,DOM,214,214
1996,DOM,214,214
1997,DOM,214,214
1998,DOM,214,214
1999,DOM,214,214
2000,DOM,214,214
2001,DOM,214,214
2002,DOM,214,214
2003,DOM,214,214
2004,DOM,214,214
2005,DOM,214,214
2006,DOM,214,214
2007,DOM,214,214
2008,DOM,214,214
2009,DOM,214,214
2010,DOM,214,214
2011,DOM,214,214
2012,DOM,214,214
2013,DOM,214,214
2014,DOM,214,214
2015,DOM,214,214
2016,DOM,214,214
2017,DOM,214,214
2018,DOM,214,214
2019,DOM,214,214
2020,DOM,214,214
1966,DZA,12,12
1967,DZA,12,12
1968,DZA,12,12
1969,DZA,12,12
1970,DZA,12,12
1971,DZA,12,12
1972,DZA,12,12
1973,DZA,12,12
1974,DZA,12,12
1975,DZA,12,12
1976,DZA,12,12
1977,DZA,12,12
1978,DZA,12,12
1979,DZA,12,12
1980,DZA,12,12
1981,DZA,12,12
1982,DZA,12,12
1983,DZA,12,12
1984,DZA,12,12
1985,DZA,12,12
1986,DZA,12,12
1987,DZA,12,12
1988,DZA,12,12
1989,DZA,12,12
1990,DZA,12,12
1991,DZA,12,12
1992,DZA,12,12
1993,DZA,12,12
1994,DZA,12,12
1995,DZA,12,12
1996,DZA,12,12
1997,DZA,12,12
1998,DZA,12,12
1999,DZA,12,12
2000,DZA,12,12
2001,DZA,12,12
2002,DZA,12,12
2003,DZA,12,12
2004,DZA,12,12
2005,DZA,12,12
2006,DZA,12,12
2007,DZA,12,12
2008,DZA,12,12
2009,DZA,12,12
2010,DZA,12,12
2011,DZA,12,12
2012,DZA,12,12
2013,DZA,12,12
2014,DZA,12,12
2015,DZA,12,12
2016,DZA,12,12
2017,DZA,12,12
2018,DZA,12,12
2019,DZA,12,12
2020,DZA,12,12
1966,ECU,218,218
1967,ECU,218,218
1968,ECU,218,218
1969,ECU,218,218
1970,ECU,218,218
1971,ECU,218,218
1972,ECU,218,218
1973,ECU,218,218
1974,ECU,218,218
1975,ECU,218,218
1976,ECU,218,218
1977,ECU,218,218
1978,ECU,218,218
1979,ECU,218,218
1980,ECU,218,218
1981,ECU,218,218
1982,ECU,218,218
1983,ECU,218,218
1984,ECU,218,218
1985,ECU,218,218
1986,ECU,218,218
1987,ECU,218,218
1988,ECU,218,218
1989,ECU,218,218
1990,ECU,218,218
1991,ECU,218,218
1992,ECU,218,218
1993,ECU,218,218
1994,ECU,218,218
1995,ECU,218,218
1996,ECU,218,218
1997,ECU,218,218
1998,ECU,218,218
1999,ECU,218,218
2000,ECU,218,218
2001,ECU,218,218
2002,ECU,218,218
2003,ECU,218,218
2004,ECU,218,218
2005,ECU,218,218
2006,ECU,218,218
2007,ECU,218,218
2008,ECU,218,218
2009,ECU,218,218
2010,ECU,218,218
2011,ECU,218,218
2012,ECU,218,218
2013,ECU,218,218
2014,ECU,218,218
2015,ECU,218,218
2016,ECU,218,218
2017,ECU,218,218
2018,ECU,218,218
2019,ECU,218,218
2020,ECU,218,218
1966,EGY,818,818
1967,EGY,818,818
1968,EGY,818,818
1969,EGY,818,818
1970,EGY,818,818
1971,EGY,818,818
1972,EGY,818,818
1973,EGY,818,818
1974,EGY,818,818
1975,EGY,818,818
1976,EGY,818,818
1977,EGY,818,818
1978,EGY,818,818
1979,EGY,818,818
1980,EGY,818,818
1981,EGY,818,818
1982,EGY,818,818
1983,EGY,818,818
1984,EGY,818,818
1985,EGY,818,818
1986,EGY,818,818
1987,EGY,818,818
1988,EGY,818,818
1989,EGY,818,818
1990,EGY,818,818
1991,EGY,818,818
1992,EGY,818,818
1993,EGY,818,818
1994,EGY,818,818
1995,EGY,818,818
1996,EGY,818,818
1997,EGY,818,818
1998,EGY,818,818
1999,EGY,818,818
2000,EGY,818,818
2001,EGY,818,818
2002,EGY,818,818
2003,EGY,818,818
2004,EGY,818,818
2005,EGY,818,818
2006,EGY,818,818
2007,EGY,818,818
2008,EGY,818,818
2009,EGY,818,818
2010,EGY,818,818
2011,EGY,818,818
2012,EGY,818,818
2013,EGY,818,818
2014,EGY,818,818
2015,EGY,818,818
2016,EGY,818,818
2017,EGY,818,818
2018,EGY,818,818
2019,EGY,818,818
2020,EGY,818,818
1994,ERI,232,232
1995,ERI,232,232
1996,ERI,232,232
1997,ERI,232,232
1998,ERI,232,232
1999,ERI,232,232
2000,ERI,232,232
2001,ERI,232,232
2002,ERI,232,232
2003,ERI,232,232
2004,ERI,232,232
2005,ERI,232,232
2006,ERI,232,232
2007,ERI,232,232
2008,ERI,232,232
2009,ERI,232,232
2010,ERI,232,232
2011,ERI,232,232
2012,ERI,232,232
2013,ERI,232,232
2014,ERI,232,232
2015,ERI,232,232
2016,ERI,232,232
2017,ERI,232,232
2018,ERI,232,232
2019,ERI,232,232
2020,ERI,232,232
1966,ESP,724,724
1967,ESP,724,724
1968,ESP,724,724
1969,ESP,724,724
1970,ESP,724,724
1971,ESP,724,724
1972,ESP,724,724
1973,ESP,724,724
1974,ESP,724,724
1975,ESP,724,724
1976,ESP,724,724
1977,ESP,724,724
1978,ESP,724,724
1979,ESP,724,724
1980,ESP,724,724
1981,ESP,724,724
1982,ESP,724,724
1983,ESP,724,724
1984,ESP,724,724
1985,ESP,724,724
1986,ESP,724,724
1987,ESP,724,724
1988,ESP,724,724
1989,ESP,724,724
1990,ESP,724,724
1991,ESP,724,724
1992,ESP,724,724
1993,ESP,724,724
1994,ESP,724,724
1995,ESP,724,724
1996,ESP,724,724
1997,ESP,724,724
1998,ESP,724,724
1999,ESP,724,724
2000,ESP,724,724
2001,ESP,724,724
2002,ESP,724,724
2003,ESP,724,724
2004,ESP,724,724
2005,ESP,724,724
2006,ESP,724,724
2007,ESP,724,724
2008,ESP,724,724
2009,ESP,724,724
2010,ESP,724,724
2011,ESP,724,724
2012,ESP,724,724
2013,ESP,724,724
2014,ESP,724,724
2015,ESP,724,724
2016,ESP,724,724
2017,ESP,724,724
2018,ESP,724,724
2019,ESP,724,724
2020,ESP,724,724
1992,EST,233,233
1993,EST,233,233
1994,EST,233,233
1995,EST,233,233
1996,EST,233,233
1997,EST,233,233
1998,EST,233,233
1999,EST,233,233
2000,EST,233,233
2001,EST,233,233
2002,EST,233,233
2003,EST,233,233
2004,EST,233,233
2005,EST,233,233
2006,EST,233,233
2007,EST,233,233
2008,EST,233,233
2009,EST,233,233
2010,EST,233,233
2011,EST,233,233
2012,EST,233,233
2013,EST,233,233
2014,EST,233,233
2015,EST,233,233
2016,EST,233,233
2017,EST,233,233
2018,EST,233,233
2019,EST,233,233
2020,EST,233,233
1966,ETH,230,230
1968,ETH,230,230
1969,ETH,230,230
1970,ETH,230,230
1971,ETH,230,230
1972,ETH,230,230
1973,ETH,230,230
1974,ETH,230,230
1975,ETH,230,230
1976,ETH,230,230
1977,ETH,230,230
1978,ETH,230,230
1979,ETH,230,230
1980,ETH,230,230
1981,ETH,230,230
